Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2248,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-156,1999,22.0,0,1,0,0.0,0.05,0.00,0.00,,10.5,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
2249,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-107,1998,14.6,1,4,4,100.0,0.27,0.27,0.25,0.25,12.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
2250,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,20-364,2004,8.7,2,19,9,47.4,2.19,1.04,0.11,0.22,14.8,0,0,0,3.9,3.9,0.21,-1.9,-1.9,Matches
2251,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-036,2002,7.2,1,5,1,20.0,0.69,0.14,0.20,1.00,9.0,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
2252,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-029,1994,10.1,1,10,2,20.0,0.99,0.20,0.10,0.50,13.6,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches
2253,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30-316,1994,9.3,2,13,2,15.4,1.39,0.21,0.00,0.00,16.2,0,2,2,3.2,1.6,0.12,-1.2,-1.6,Matches
2254,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34-287,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2255,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,29-128,1995,10.9,4,21,12,57.1,1.93,1.10,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,+0.6,+0.6,Matches
2256,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-097,2000,15.2,3,40,12,30.0,2.63,0.79,0.08,0.25,17.7,1,0,0,5.4,5.4,0.14,-2.4,-2.4,Matches
2257,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-056,1995,8.7,8,34,17,50.0,3.92,1.96,0.24,0.47,13.0,0,0,0,6.5,6.5,0.20,+1.5,+1.5,Matches
2258,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-234,1997,11.4,2,25,10,40.0,2.19,0.88,0.08,0.20,18.0,0,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches
2259,Haris Tabakovic,ba BIH,"FW,MF",Hoffenheim,de Bundesliga,30-224,1994,3.8,1,15,8,53.3,3.97,2.12,0.07,0.13,10.7,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches
2260,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-152,1992,10.4,2,16,6,37.5,1.54,0.58,0.13,0.33,13.0,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
2261,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,28-354,1996,18.0,2,13,5,38.5,0.72,0.28,0.15,0.40,13.4,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
2262,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,30-361,1994,5.5,0,7,3,42.9,1.28,0.55,0.00,0.00,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2263,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-186,1995,12.1,1,5,3,60.0,0.41,0.25,0.20,0.33,25.4,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
2264,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,25-363,1999,18.9,0,16,1,6.3,0.84,0.05,0.00,0.00,18.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
2265,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,32-283,1992,2.6,0,1,0,0.0,0.39,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2266,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-196,1992,4.8,1,8,2,25.0,1.66,0.42,0.00,0.00,13.9,0,1,1,2.3,1.5,0.18,-1.3,-1.5,Matches
2267,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-134,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2268,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-255,2002,11.0,0,5,0,0.0,0.45,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2269,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-072,1992,21.9,0,10,3,30.0,0.46,0.14,0.00,0.00,8.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
2270,César Tárrega,es ESP,DF,Valencia,es La Liga,22-339,2002,17.6,2,12,4,33.3,0.68,0.23,0.17,0.50,10.3,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Matches
2271,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-004,2000,13.6,0,18,3,16.7,1.32,0.22,0.00,0.00,24.9,2,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
2272,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,25-314,1999,12.8,1,34,10,29.4,2.66,0.78,0.03,0.10,20.1,3,0,0,4.3,4.3,0.13,-3.3,-3.3,Matches
2273,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-134,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2274,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-221,1998,4.5,1,12,4,33.3,2.67,0.89,0.08,0.25,23.9,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
2275,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,21-144,2003,4.8,1,18,5,27.8,3.75,1.04,0.06,0.20,17.4,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
2276,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,23-138,2001,19.2,2,10,2,20.0,0.52,0.10,0.20,1.00,17.6,0,0,0,0.8,0.8,0.08,+1.2,+1.2,Matches
2277,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-068,2002,14.7,0,2,1,50.0,0.14,0.07,0.00,0.00,29.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2278,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,25-003,2000,15.2,0,11,1,9.1,0.73,0.07,0.00,0.00,19.0,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
2279,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-194,1996,11.8,1,16,4,25.0,1.35,0.34,0.06,0.25,26.9,6,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
2280,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,20-293,2004,0.5,0,1,0,0.0,1.84,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
2281,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19-278,2005,2.8,0,10,3,30.0,3.52,1.05,0.00,0.00,18.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
2282,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25-209,1999,6.8,1,12,5,41.7,1.76,0.74,0.08,0.20,18.1,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
2283,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,28-344,1996,17.3,1,11,3,27.3,0.63,0.17,0.09,0.33,14.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2284,Casper Tengstedt,dk DEN,FW,Hellas Verona,it Serie A,24-243,2000,14.5,6,35,10,28.6,2.41,0.69,0.14,0.50,14.2,0,1,1,5.0,4.3,0.12,+1.0,+0.7,Matches
2285,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,32-275,1992,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2286,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,21-357,2003,5.6,0,3,1,33.3,0.54,0.18,0.00,0.00,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2287,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,34-328,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2288,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,24-104,2000,1.5,0,2,0,0.0,1.37,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2289,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,27-332,1997,6.5,2,16,6,37.5,2.47,0.92,0.13,0.33,13.6,0,0,0,2.4,2.4,0.15,-0.4,-0.4,Matches
2290,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,23-128,2001,3.4,0,2,0,0.0,0.58,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2291,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29-113,1995,14.0,0,18,2,11.1,1.28,0.14,0.00,0.00,16.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
2292,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31-122,1993,6.0,1,11,2,18.2,1.84,0.34,0.00,0.00,24.5,2,1,1,1.4,0.6,0.05,-0.4,-0.6,Matches
2293,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25-122,1999,4.2,1,4,1,25.0,0.95,0.24,0.25,1.00,10.8,0,0,0,1.2,1.2,0.30,-0.2,-0.2,Matches
2294,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-004,1993,15.9,5,33,14,42.4,2.07,0.88,0.15,0.36,18.0,2,0,2,4.9,3.3,0.10,+0.1,+1.7,Matches
2295,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-250,2000,17.6,0,23,4,17.4,1.31,0.23,0.00,0.00,20.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
2296,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38-006,1987,0.2,0,1,0,0.0,4.09,0.00,0.00,,9.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2297,Thiago,br BRA,FW,Brentford,eng Premier League,23-218,2001,1.5,0,1,0,0.0,0.68,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
2298,Malick Thiaw,de GER,DF,Milan,it Serie A,23-175,2001,12.7,0,2,0,0.0,0.16,0.00,0.00,,7.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2299,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32-167,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2300,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23-234,2001,2.0,0,1,0,0.0,0.50,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2301,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25-161,1999,9.3,1,7,1,14.3,0.75,0.11,0.14,1.00,18.4,0,0,0,1.3,1.3,0.18,-0.3,-0.3,Matches
2302,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-051,1993,17.2,2,21,5,23.8,1.22,0.29,0.10,0.40,14.9,0,0,0,3.2,3.2,0.15,-1.2,-1.2,Matches
2303,Morten Thorsby,no NOR,MF,Genoa,it Serie A,28-270,1996,15.4,0,11,3,27.3,0.72,0.20,0.00,0.00,12.9,0,0,0,2.2,2.2,0.20,-2.2,-2.2,Matches
2304,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,23-310,2001,13.8,2,21,4,19.0,1.53,0.29,0.10,0.50,17.2,0,0,0,2.6,2.6,0.13,-0.6,-0.6,Matches
2305,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27-177,1997,17.6,13,47,25,53.2,2.67,1.42,0.28,0.52,12.8,0,0,0,7.6,7.6,0.16,+5.4,+5.4,Matches
2306,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,27-268,1997,21.7,1,19,4,21.1,0.88,0.18,0.05,0.25,22.1,0,0,1,2.1,1.3,0.07,-1.1,-0.3,Matches
2307,Kieran Tierney,sct SCO,"FW,DF",Arsenal,eng Premier League,27-239,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2308,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27-205,1997,11.9,5,27,8,29.6,2.26,0.67,0.15,0.50,16.2,1,1,1,3.6,2.8,0.11,+1.4,+1.2,Matches
2309,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,23-227,2001,18.5,1,11,3,27.3,0.59,0.16,0.09,0.33,16.3,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
2310,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-031,1999,9.6,0,2,0,0.0,0.21,0.00,0.00,,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2311,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,29-164,1995,0.5,0,1,0,0.0,1.91,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2312,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,20-172,2004,3.2,0,3,1,33.3,0.94,0.31,0.00,0.00,26.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2313,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,30-180,1994,13.9,1,29,8,27.6,2.09,0.58,0.03,0.13,16.5,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches
2314,John Tolkin,us USA,DF,Holstein Kiel,de Bundesliga,22-183,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2315,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,34-112,1990,1.4,0,1,0,0.0,0.71,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2316,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,22-228,2002,13.5,5,26,13,50.0,1.92,0.96,0.19,0.38,16.6,0,0,0,3.7,3.7,0.14,+1.3,+1.3,Matches
2317,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,26-086,1998,0.1,0,1,0,0.0,12.86,0.00,0.00,,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
2318,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-042,1997,9.2,0,2,0,0.0,0.22,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2319,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,24-267,2000,15.2,1,21,7,33.3,1.38,0.46,0.05,0.14,17.3,2,0,0,3.1,3.1,0.15,-2.1,-2.1,Matches
2320,Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,21-302,2003,2.9,3,4,4,100.0,1.38,1.38,0.75,0.75,24.0,1,0,0,0.3,0.3,0.07,+2.7,+2.7,Matches
2321,David Torres,es ESP,DF,Valladolid,es La Liga,21-331,2003,10.1,0,2,1,50.0,0.20,0.10,0.00,0.00,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2322,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,24-336,2000,6.9,4,22,11,50.0,3.21,1.60,0.18,0.36,14.9,0,0,0,3.6,3.6,0.16,+0.4,+0.4,Matches
2323,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,28-014,1997,17.2,0,8,2,25.0,0.46,0.12,0.00,0.00,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
2324,Lucas Torró,es ESP,MF,Osasuna,es La Liga,30-195,1994,18.2,3,13,5,38.5,0.71,0.27,0.23,0.60,18.4,0,0,0,1.1,1.1,0.08,+1.9,+1.9,Matches
2325,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,30-333,1994,14.8,3,20,2,10.0,1.35,0.13,0.00,0.00,24.1,0,3,3,3.8,1.4,0.07,-0.8,-1.4,Matches
2326,Birama Touré,ml MLI,"MF,DF",Montpellier,fr Ligue 1,32-238,1992,3.3,0,3,1,33.3,0.90,0.30,0.00,0.00,26.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2327,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,19-347,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2328,Souleymane Touré,fr FRA,DF,Udinese,it Serie A,21-308,2003,8.1,1,4,2,50.0,0.49,0.25,0.25,0.50,7.0,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
2329,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,27-276,1997,2.8,0,6,4,66.7,2.17,1.45,0.00,0.00,19.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2330,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,eng Premier League,31-332,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2331,Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,29-005,1996,11.6,2,27,9,33.3,2.32,0.77,0.07,0.22,14.3,0,0,0,3.3,3.3,0.12,-1.3,-1.3,Matches
2332,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,33-003,1992,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2333,Omar Traoré,de GER,"DF,FW",Heidenheim,de Bundesliga,26-361,1998,15.2,0,2,1,50.0,0.13,0.07,0.00,0.00,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2334,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,34-206,1990,14.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2335,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,25-257,1999,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2336,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,es La Liga,36-279,1988,2.7,0,2,0,0.0,0.74,0.00,0.00,,16.3,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
2337,Philipp Treu,de GER,"MF,DF",St. Pauli,de Bundesliga,24-058,2000,17.5,0,10,1,10.0,0.57,0.06,0.00,0.00,15.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2338,Ryan Trevitt,eng ENG,MF,Brentford,eng Premier League,21-324,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2339,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,de Bundesliga,37-341,1987,10.9,0,7,2,28.6,0.64,0.18,0.00,0.00,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2340,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,34-133,1990,5.7,0,1,0,0.0,0.18,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2341,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,30-057,1994,15.2,4,36,11,30.6,2.37,0.72,0.11,0.36,16.7,0,0,0,3.7,3.7,0.10,+0.3,+0.3,Matches
2342,Adrien Truffert,fr FRA,"DF,MF",Rennes,fr Ligue 1,23-071,2001,15.6,1,15,6,40.0,0.96,0.39,0.07,0.17,21.0,0,0,0,1.5,1.4,0.09,-0.5,-0.4,Matches
2343,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,28-263,1996,3.8,0,2,1,50.0,0.52,0.26,0.00,0.00,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2344,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,es La Liga,27-076,1997,6.6,1,9,3,33.3,1.36,0.45,0.11,0.33,20.7,1,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
2345,Axel Tuanzebe,cd COD,DF,Ipswich Town,eng Premier League,27-077,1997,9.9,0,3,0,0.0,0.30,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2346,Stefano Turati,it ITA,GK,Monza,it Serie A,23-147,2001,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2347,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,22-365,2002,6.7,0,5,1,20.0,0.74,0.15,0.00,0.00,19.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
2348,Tuta,br BRA,"DF,MF",Eint Frankfurt,de Bundesliga,25-210,1999,13.2,1,7,3,42.9,0.53,0.23,0.14,0.33,15.8,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
2349,Chrisantus Uche,ng NGA,"FW,MF",Getafe,es La Liga,21-256,2003,17.5,2,38,10,26.3,2.17,0.57,0.05,0.20,17.8,0,0,0,3.0,3.0,0.08,-1.0,-1.0,Matches
2350,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,22-063,2002,15.9,0,5,1,20.0,0.31,0.06,0.00,0.00,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2351,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,eng Premier League,23-294,2001,11.0,0,5,0,0.0,0.45,0.00,0.00,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2352,Lesley Ugochukwu,fr FRA,MF,Southampton,eng Premier League,20-310,2004,7.4,0,4,0,0.0,0.54,0.00,0.00,,21.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
2353,Lukas Ullrich,de GER,DF,Gladbach,de Bundesliga,20-320,2004,9.1,0,6,1,16.7,0.66,0.11,0.00,0.00,14.0,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
2354,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,36-180,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2355,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,27-265,1997,3.8,2,20,7,35.0,5.22,1.83,0.10,0.29,14.6,3,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches
2356,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,28-195,1996,9.5,7,44,21,47.7,4.61,2.20,0.16,0.33,14.0,0,0,0,8.0,8.0,0.19,-1.0,-1.0,Matches
2357,Naci Ünüvar,nl NED,"MF,DF",Espanyol,es La Liga,21-231,2003,0.3,0,1,0,0.0,2.90,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
2358,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,26-095,1998,15.5,2,10,4,40.0,0.64,0.26,0.20,0.50,9.5,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches
2359,Kacper Urbanski,pl POL,MF,Bologna,it Serie A,20-145,2004,2.7,1,4,1,25.0,1.46,0.36,0.25,1.00,15.7,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
2360,Kacper Urbanski,pl POL,MF,Monza,it Serie A,20-145,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2361,Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,de Bundesliga,19-080,2005,3.5,2,9,4,44.4,2.55,1.13,0.22,0.50,13.5,0,0,0,1.4,1.4,0.15,+0.6,+0.6,Matches
2362,Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,24-050,2000,16.1,1,12,4,33.3,0.74,0.25,0.08,0.25,16.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
2363,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,26-016,1999,5.6,1,5,2,40.0,0.89,0.36,0.20,0.50,22.0,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
2364,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,30-163,1994,14.9,0,3,1,33.3,0.20,0.07,0.00,0.00,7.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
2365,Germán Valera,es ESP,MF,Valencia,es La Liga,22-320,2002,1.6,0,3,2,66.7,1.82,1.22,0.00,0.00,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2366,Emanuele Valeri,it ITA,DF,Parma,it Serie A,26-054,1998,16.5,1,13,3,23.1,0.79,0.18,0.08,0.33,25.9,1,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
2367,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,29-050,1995,15.7,0,3,1,33.3,0.19,0.06,0.00,0.00,11.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2368,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,28-025,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2369,Mattia Valoti,it ITA,MF,Monza,it Serie A,31-146,1993,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2370,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,26-192,1998,20.3,5,26,14,53.8,1.28,0.69,0.19,0.36,28.8,2,0,0,0.9,0.9,0.04,+4.1,+4.1,Matches
2371,Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,22-304,2002,11.5,0,5,2,40.0,0.44,0.17,0.00,0.00,11.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2372,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,es La Liga,26-245,1998,1.1,0,1,0,0.0,0.93,0.00,0.00,,11.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2373,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,33-206,1991,22.0,1,18,6,33.3,0.82,0.27,0.06,0.17,13.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
2374,Vanderson,br BRA,DF,Monaco,fr Ligue 1,23-223,2001,12.7,1,11,4,36.4,0.87,0.32,0.09,0.25,17.5,0,0,0,1.6,1.6,0.15,-0.6,-0.6,Matches
2375,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,22-339,2002,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2376,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,38-019,1987,19.1,7,39,14,35.9,2.04,0.73,0.15,0.43,11.9,0,1,1,8.4,7.6,0.19,-1.4,-1.6,Matches
2377,Ruben Vargas,ch SUI,"FW,MF",Sevilla,es La Liga,26-178,1998,1.9,0,6,1,16.7,3.10,0.52,0.00,0.00,15.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
2378,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,26-178,1998,3.4,0,9,1,11.1,2.66,0.30,0.00,0.00,16.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
2379,Nikola Vasilj,ba BIH,GK,St. Pauli,de Bundesliga,29-059,1995,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
