Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
43,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,25-125,1999,8.9,378,314,63,2,0,2,21,61,0,0,0,0,306,1,10,Matches
44,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28-274,1996,3.6,169,156,12,7,1,3,11,2,3,1,1,0,127,1,5,Matches
45,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,22-133,2002,0.1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Matches
46,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28-306,1996,14.2,962,917,40,28,0,26,0,2,0,0,0,0,849,5,6,Matches
47,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,31-279,1993,3.1,210,169,41,3,0,1,10,38,0,0,0,0,169,0,8,Matches
48,Naouirou Ahamada,fr FRA,FW,Rennes,fr Ligue 1,22-307,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
49,Honest Ahanor,it ITA,DF,Genoa,it Serie A,16-342,2008,0.9,17,14,3,0,0,0,1,3,0,0,0,0,12,0,0,Matches
50,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,23-108,2001,0.5,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
51,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30-316,1994,15.0,541,533,6,6,1,2,2,0,0,0,0,0,458,2,7,Matches
52,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29-123,1995,0.0,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
53,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19-219,2005,1.4,29,29,0,0,0,0,1,0,0,0,0,0,17,0,1,Matches
54,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,28-114,1996,22.1,920,733,185,10,0,3,33,175,0,0,0,0,674,2,25,Matches
55,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23-238,2001,20.9,1028,846,178,26,3,4,45,141,11,8,1,0,867,4,26,Matches
56,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26-288,1998,8.0,340,303,36,2,0,3,6,34,0,0,0,0,265,1,10,Matches
57,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30-340,1994,14.5,354,348,4,0,1,6,2,1,0,0,0,0,245,2,10,Matches
58,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29-195,1995,18.0,1416,1382,33,16,4,7,11,10,0,0,0,0,1329,1,4,Matches
59,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,21-116,2003,3.3,207,183,24,6,0,1,1,17,0,0,0,0,157,0,6,Matches
60,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29-347,1995,6.7,469,442,25,12,0,0,1,7,0,0,0,0,439,2,3,Matches
61,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20-289,2004,6.5,185,177,7,2,1,2,18,2,3,2,0,0,136,1,7,Matches
62,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,27-045,1997,14.9,568,468,96,11,0,0,45,83,2,2,0,0,452,4,10,Matches
63,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22-340,2002,13.3,626,599,24,9,4,4,31,8,7,3,1,0,492,3,25,Matches
64,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23-067,2001,15.8,705,634,69,30,0,22,23,37,1,1,0,0,563,2,13,Matches
65,Jean-Daniel Akpa-Akpro,ci CIV,"MF,DF",Monza,it Serie A,32-111,1992,2.5,87,77,10,1,0,0,2,9,0,0,0,0,64,0,4,Matches
66,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22-351,2002,0.5,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
67,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29-286,1995,14.8,822,766,52,26,1,3,6,5,0,0,0,0,718,4,6,Matches
68,David Alaba,at AUT,DF,Real Madrid,es La Liga,32-220,1992,0.4,34,32,1,0,0,1,0,0,0,0,0,0,31,1,0,Matches
69,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34-313,1990,0.7,28,27,1,0,0,0,0,0,0,0,0,0,14,0,0,Matches
70,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,39-148,1985,13.2,813,778,33,25,1,4,0,0,0,0,0,0,727,2,3,Matches
71,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,22-061,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,Matches
72,Omar Alderete,py PAR,DF,Getafe,es La Liga,28-035,1996,19.8,724,670,46,40,2,23,4,0,0,0,0,0,494,8,11,Matches
73,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,27-025,1998,4.9,106,95,11,5,0,0,6,1,1,1,0,0,83,0,1,Matches
74,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,26-115,1998,18.5,1359,1137,215,43,8,21,128,126,46,30,10,1,999,7,26,Matches
75,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25-271,1999,4.8,118,116,1,1,0,0,16,0,0,0,0,0,81,1,6,Matches
76,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,21-011,2004,10.7,279,259,18,2,6,1,30,0,9,4,4,0,190,2,14,Matches
77,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23-196,2001,0.8,20,18,2,1,0,0,3,0,1,1,0,0,16,0,0,Matches
78,Alisson,br BRA,GK,Liverpool,eng Premier League,32-120,1992,13.9,421,372,48,14,1,0,0,0,0,0,0,0,359,1,0,Matches
79,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25-345,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
80,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29-338,1995,11.2,273,271,2,0,1,1,19,0,2,0,2,0,203,0,11,Matches
81,Thiago Almada,ar ARG,FW,Lyon,fr Ligue 1,23-279,2001,0.3,17,15,2,0,0,0,2,0,2,1,1,0,16,0,0,Matches
82,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24-245,2000,10.9,434,401,28,7,3,0,22,2,9,1,7,0,367,5,7,Matches
83,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20-271,2004,0.5,32,30,2,0,0,0,4,2,0,0,0,0,23,0,2,Matches
84,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30-355,1994,1.7,66,64,1,0,1,0,0,1,0,0,0,0,54,1,2,Matches
85,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25-204,1999,7.4,217,211,5,1,0,0,3,4,0,0,0,0,166,1,10,Matches
86,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34-033,1990,15.0,1148,1059,87,38,1,14,23,33,11,9,1,0,1000,2,16,Matches
87,Giorgio Altare,it ITA,DF,Venezia,it Serie A,26-174,1998,8.4,389,319,68,13,0,2,7,55,0,0,0,0,283,2,2,Matches
88,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23-308,2001,9.6,296,246,49,2,0,2,10,47,0,0,0,0,230,1,6,Matches
89,Sergi Altimira,es ESP,MF,Betis,es La Liga,23-158,2001,13.3,757,744,13,11,4,12,3,2,0,0,0,0,669,0,12,Matches
90,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,27-098,1997,13.7,672,653,13,10,3,10,5,3,0,0,0,0,579,6,6,Matches
91,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21-212,2003,14.4,830,693,132,16,0,2,28,106,10,4,1,0,654,5,21,Matches
92,Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,24-365,2000,15.2,506,479,26,2,3,5,20,5,8,4,1,0,381,1,18,Matches
93,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,30-006,1995,11.0,637,600,34,28,1,13,3,1,0,0,0,0,528,3,9,Matches
94,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22-271,2002,1.5,63,62,0,0,0,0,0,0,0,0,0,0,49,1,3,Matches
95,Will Alves,eng ENG,FW,Leicester City,eng Premier League,19-362,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
96,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,28-076,1996,9.2,232,205,24,11,2,3,21,0,11,3,7,0,178,3,6,Matches
97,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28-198,1996,3.5,83,81,2,0,0,2,4,2,0,0,0,0,63,0,6,Matches
98,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30-327,1994,8.8,526,428,96,9,0,2,15,87,0,0,0,0,386,2,13,Matches
99,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-183,2003,0.8,47,44,3,1,0,2,0,1,0,0,0,0,41,0,1,Matches
100,Kelvin Amian,fr FRA,"DF,MF",Nantes,fr Ligue 1,26-357,1998,13.7,514,383,131,3,2,0,22,128,0,0,0,0,415,0,17,Matches
101,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28-354,1996,15.8,1077,964,111,21,0,0,13,90,0,0,0,0,958,2,15,Matches
102,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28-095,1996,14.3,921,773,140,69,9,8,94,5,63,19,32,1,684,8,24,Matches
103,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18-196,2006,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0,Matches
104,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-012,2006,9.5,301,290,7,4,1,1,1,1,0,0,0,0,232,4,4,Matches
105,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24-266,2000,15.3,399,377,20,0,6,6,22,8,0,0,0,0,282,2,28,Matches
106,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,28-162,1996,2.0,133,122,11,10,0,4,3,1,0,0,0,0,112,0,0,Matches
107,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28-244,1996,1.0,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0,Matches
108,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28-244,1996,13.7,1003,949,49,42,0,19,3,5,0,0,0,0,835,5,2,Matches
109,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,22-085,2002,16.3,733,672,58,17,5,2,54,1,34,13,19,0,569,3,21,Matches
110,André,br BRA,MF,Wolves,eng Premier League,23-198,2001,13.6,598,579,17,14,2,8,0,1,0,0,0,0,551,2,7,Matches
111,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34-180,1990,16.9,1117,1076,37,33,0,10,10,4,0,0,0,0,917,4,13,Matches
112,Marcos André,br BRA,FW,Valladolid,es La Liga,28-102,1996,8.6,143,127,15,2,2,4,0,0,0,0,0,0,92,1,2,Matches
113,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,30-130,1994,11.8,664,651,13,11,2,5,5,1,0,0,0,0,596,0,3,Matches
114,Angeliño,es ESP,DF,Roma,it Serie A,28-026,1997,21.0,1283,1111,167,27,1,13,65,133,6,2,4,0,1026,5,20,Matches
115,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19-339,2005,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
116,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,23-068,2001,10.4,371,355,15,8,2,3,13,0,4,1,2,0,302,1,6,Matches
117,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-194,1996,10.7,1055,1019,36,21,2,5,10,14,0,0,0,0,968,0,5,Matches
118,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,22-017,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
119,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34-308,1990,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14,Matches
120,Antoniu,es ESP,MF,Espanyol,es La Liga,22-147,2002,4.3,102,100,1,0,0,0,13,1,0,0,0,0,68,1,5,Matches
121,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24-341,2000,1.6,69,62,7,2,0,0,5,5,0,0,0,0,56,0,1,Matches
122,Anuar,ma MAR,"FW,MF",Valladolid,es La Liga,30-015,1995,9.6,210,202,8,4,1,0,6,2,0,0,0,0,165,0,4,Matches
123,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-235,1992,15.3,757,604,150,12,2,2,34,138,0,0,0,0,566,3,31,Matches
124,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26-365,1998,2.0,67,65,2,2,0,1,0,0,0,0,0,0,49,0,1,Matches
125,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29-122,1995,14.2,381,366,11,7,2,5,8,0,1,1,0,0,265,4,4,Matches
126,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-191,2002,15.3,852,682,169,18,0,1,28,151,0,0,0,0,656,1,23,Matches
127,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-170,2001,3.9,166,141,25,1,0,0,4,24,0,0,0,0,131,0,2,Matches
128,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25-329,1999,1.0,113,108,4,3,0,0,0,1,0,0,0,0,104,1,0,Matches
129,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-193,2001,11.6,172,160,12,0,2,0,3,0,0,0,0,0,139,0,5,Matches
130,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-216,1996,16.2,711,583,124,16,2,3,38,107,1,0,0,0,558,4,14,Matches
131,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31-338,1993,11.1,447,318,125,26,0,2,0,0,0,0,0,0,332,4,1,Matches
132,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-110,2001,0.2,9,9,0,0,0,0,1,0,0,0,0,0,5,0,1,Matches
133,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-212,1999,19.0,897,665,228,2,0,1,96,226,0,0,0,0,632,4,42,Matches
134,David Argüelles,es ESP,MF,Getafe,es La Liga,23-029,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
135,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28-193,1996,15.3,686,675,10,2,1,0,8,4,0,0,0,0,607,1,13,Matches
136,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27-355,1997,13.9,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12,Matches
137,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-011,2007,0.5,15,13,1,0,0,0,1,0,0,0,0,0,7,1,0,Matches
138,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29-290,1995,0.5,21,21,0,0,0,0,4,0,0,0,0,0,12,0,2,Matches
139,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21-295,2003,7.8,411,394,15,3,0,2,13,3,7,2,3,0,329,2,9,Matches
140,Marko Arnautović,at AUT,FW,Inter,it Serie A,35-286,1989,1.1,43,43,0,0,0,0,1,0,0,0,0,0,29,0,1,Matches
141,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-248,1994,17.4,880,723,156,77,1,8,104,2,61,36,24,1,683,1,9,Matches
142,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25-024,2000,4.8,106,88,14,2,0,3,13,7,3,3,0,0,61,4,3,Matches
143,Sergio Arribas,es ESP,DF,Betis,es La Liga,21-355,2003,1.0,54,40,13,1,0,0,0,12,0,0,0,0,37,1,2,Matches
144,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-119,1994,16.0,509,350,158,41,0,0,0,0,0,0,0,0,367,1,1,Matches
145,Arthur,br BRA,"DF,FW",Leverkusen,de Bundesliga,21-319,2003,4.1,184,166,18,0,0,0,7,18,0,0,0,0,145,0,6,Matches
146,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,30-081,1994,4.9,98,97,1,0,0,2,15,0,0,0,0,0,58,0,6,Matches
147,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21-352,2003,5.7,365,338,26,12,1,1,0,6,0,0,0,0,335,1,1,Matches
148,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-009,1996,6.9,335,314,19,2,4,1,13,3,6,2,0,0,291,2,7,Matches
149,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22-327,2002,5.9,546,510,34,14,5,1,24,0,19,3,12,0,488,2,2,Matches
150,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-182,1987,13.4,572,555,10,1,13,4,7,6,2,0,1,0,424,7,20,Matches
151,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-072,2003,8.6,406,369,33,11,4,6,45,5,15,11,2,0,301,4,13,Matches
152,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,24-222,2000,12.5,668,532,134,11,2,1,27,122,1,0,0,0,536,2,17,Matches
153,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19-288,2005,0.6,36,33,3,1,0,0,4,1,0,0,0,0,32,0,0,Matches
154,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-158,2005,17.5,650,641,7,7,2,0,14,0,0,0,0,0,568,2,11,Matches
155,Arthur Atta,fr FRA,MF,Udinese,it Serie A,22-016,2003,2.8,154,150,2,1,0,2,4,1,0,0,0,0,124,2,4,Matches
156,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-250,2002,16.0,746,636,108,35,0,0,0,0,0,0,0,0,565,2,1,Matches
157,Emil Audero,it ITA,GK,Como,it Serie A,28-012,1997,8.0,253,217,36,15,0,0,0,0,0,0,0,0,209,0,0,Matches
158,Tommaso Augello,it ITA,"DF,FW",Cagliari,it Serie A,30-153,1994,15.5,845,647,190,24,0,2,119,127,39,3,35,0,598,8,25,Matches
159,Carlos Augusto,br BRA,"DF,FW",Inter,it Serie A,26-023,1999,7.7,423,375,48,9,1,0,6,38,0,0,0,0,369,0,9,Matches
160,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-062,2000,9.1,646,629,17,11,0,0,4,5,0,0,0,0,600,0,5,Matches
161,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-022,1999,1.0,32,24,8,2,0,0,0,0,0,0,0,0,22,0,0,Matches
162,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30-359,1994,6.4,198,179,17,2,0,2,22,9,0,0,0,0,142,2,7,Matches
163,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-171,1997,2.8,62,62,0,0,1,0,1,0,0,0,0,0,40,0,3,Matches
164,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-116,2003,14.1,619,554,65,22,8,1,50,1,27,21,4,0,497,0,9,Matches
165,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-011,1997,3.7,82,77,5,0,0,0,1,0,0,0,0,0,63,0,1,Matches
166,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-044,1989,9.1,150,125,25,1,0,0,1,3,0,0,0,0,114,0,7,Matches
167,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-141,1991,0.2,10,8,2,0,0,1,1,0,1,1,0,0,8,0,0,Matches
168,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-141,1991,12.0,338,314,24,7,3,2,33,4,11,7,3,0,243,0,9,Matches
169,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-212,2001,4.3,235,228,7,3,1,1,6,1,0,0,0,0,205,0,5,Matches
170,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-295,2001,0.3,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
171,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-242,2006,0.1,13,11,1,0,0,0,1,1,0,0,0,0,11,1,0,Matches
172,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-155,1989,5.8,420,370,50,5,1,3,3,45,0,0,0,0,368,0,1,Matches
173,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-199,1994,4.7,180,161,19,1,1,0,22,18,0,0,0,0,126,0,4,Matches
174,Papa Ba,es ESP,MF,Girona,es La Liga,20-140,2004,0.5,13,13,0,0,0,0,1,0,0,0,0,0,5,0,3,Matches
175,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-243,2000,6.3,163,158,5,0,1,2,21,4,0,0,0,0,112,0,6,Matches
176,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-049,2002,1.0,20,18,1,0,1,0,4,1,0,0,0,0,11,1,1,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-294,2000,16.2,1050,1010,36,25,1,6,3,3,0,0,0,0,896,4,3,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-340,1989,13.6,679,647,27,22,4,7,5,2,2,0,0,0,543,5,8,Matches
179,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23-310,2001,2.8,223,214,8,5,0,1,0,0,0,0,0,0,200,1,0,Matches
180,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23-194,2001,17.2,782,656,116,33,11,13,127,8,71,29,31,0,516,10,25,Matches
181,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18-294,2006,9.6,407,393,12,11,0,1,0,0,0,0,0,0,330,2,3,Matches
182,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-174,1997,11.0,330,312,16,0,5,1,30,1,15,8,0,0,235,2,20,Matches
183,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-293,1994,6.4,297,277,19,11,0,0,0,2,0,0,0,0,260,1,0,Matches
184,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-156,1999,4.9,128,121,7,0,0,1,4,1,0,0,0,0,84,0,4,Matches
185,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-294,1991,4.1,64,61,2,0,1,0,2,0,0,0,0,0,37,1,3,Matches
186,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-224,2000,0.2,9,8,1,0,0,0,1,0,1,0,1,0,7,0,0,Matches
187,Mitchel Bakker,nl NED,"DF,FW",Lille,fr Ligue 1,24-224,2000,6.1,321,286,35,3,0,0,27,23,9,2,6,0,255,0,5,Matches
188,Darryl Bakola,fr FRA,DF,Marseille,fr Ligue 1,17-061,2007,0.1,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
189,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26-297,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,Matches
190,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26-297,1998,2.4,107,88,18,0,0,1,5,18,0,0,0,0,77,1,3,Matches
191,Dilane Bakwa,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-157,2002,17.3,635,545,85,33,7,10,81,22,30,12,16,0,462,5,14,Matches
192,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21-313,2003,5.2,205,191,12,2,1,1,5,8,0,0,0,0,165,2,9,Matches
193,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-104,2003,16.0,918,788,126,23,1,2,46,103,0,0,0,0,798,4,19,Matches
194,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-027,2004,16.9,689,684,4,3,4,2,4,1,0,0,0,0,609,1,5,Matches
195,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-004,1999,15.0,1546,1507,37,28,1,4,0,1,0,0,0,0,1452,2,7,Matches
196,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-029,1992,8.2,363,266,96,5,0,0,11,91,0,0,0,0,268,1,12,Matches
197,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-238,2002,17.5,777,716,61,36,0,1,1,1,0,0,0,0,704,0,4,Matches
198,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-211,2001,5.2,94,89,4,0,0,0,3,1,0,0,0,0,64,1,4,Matches
199,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-171,1990,0.7,15,14,0,0,0,1,3,0,0,0,0,0,4,1,1,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34-280,1990,7.3,288,275,13,6,1,0,1,7,0,0,0,0,252,0,4,Matches
201,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28-310,1996,9.0,364,347,14,2,3,1,25,11,1,0,0,0,287,3,12,Matches
202,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-114,2004,0.1,19,19,0,0,0,1,0,0,0,0,0,0,16,0,1,Matches
203,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20-352,2004,0.1,11,10,1,0,0,0,3,0,1,1,0,0,8,0,1,Matches
204,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-001,2001,5.6,125,121,4,2,1,1,21,1,1,0,1,0,98,0,2,Matches
205,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24-294,2000,4.5,235,221,14,7,0,1,8,0,7,4,3,0,194,0,1,Matches
206,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-051,1993,12.2,630,610,18,17,0,3,3,0,0,0,0,0,556,2,3,Matches
207,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-060,2006,1.9,95,92,3,2,0,0,0,0,0,0,0,0,90,0,0,Matches
208,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-126,2001,0.9,23,23,0,0,0,0,2,0,0,0,0,0,14,0,0,Matches
209,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17-332,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-058,1994,0.6,20,20,0,0,0,0,1,0,0,0,0,0,17,0,0,Matches
211,Federico Barba,it ITA,DF,Como,it Serie A,31-151,1993,4.8,292,263,29,12,0,1,3,9,0,0,0,0,258,0,0,Matches
212,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-191,2004,3.2,191,141,48,9,2,2,24,30,9,0,5,0,139,2,5,Matches
213,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-150,2002,13.9,508,498,8,4,3,1,15,4,0,0,0,0,418,2,15,Matches
214,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-085,2000,9.7,466,387,75,8,4,0,25,66,0,0,0,0,340,4,13,Matches
215,Nicolò Barella,it ITA,MF,Inter,it Serie A,27-358,1997,15.4,1013,967,33,26,12,13,34,5,2,0,2,0,839,13,11,Matches
216,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24-154,2000,0.6,40,39,1,1,0,0,1,0,0,0,0,0,34,0,0,Matches
217,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27-304,1997,1.6,42,36,5,1,0,0,12,2,2,0,1,0,23,1,6,Matches
218,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-056,1993,6.2,367,353,13,11,0,2,1,1,0,0,0,0,317,1,7,Matches
