Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1975,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21-319,2003,11,6,622,6.9,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.6,3,40,5,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
1976,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36-238,1988,21,14,1160,12.9,3,4,7,3,0,0,2,0,1.8,1.8,2.1,3.9,25,44,54,0.23,0.31,0.54,0.23,0.54,0.14,0.17,0.30,0.14,0.30,Matches
1977,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30-293,1994,19,14,1017,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1978,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33-202,1991,6,1,140,1.6,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,13,7,0.00,0.00,0.00,0.00,0.00,0.19,0.11,0.29,0.19,0.29,Matches
1979,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21-218,2003,19,12,1257,14.0,1,2,3,1,0,0,5,0,0.4,0.4,0.7,1.1,16,58,22,0.07,0.14,0.21,0.07,0.21,0.03,0.05,0.08,0.03,0.08,Matches
1980,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,19-070,2005,5,3,248,2.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,11,9,23,0.36,0.00,0.36,0.36,0.36,0.04,0.02,0.05,0.04,0.05,Matches
1981,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28-331,1996,20,20,1693,18.8,0,3,3,0,0,0,2,0,1.5,1.5,1.5,3.0,25,125,38,0.00,0.16,0.16,0.00,0.16,0.08,0.08,0.16,0.08,0.16,Matches
1982,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-158,1992,8,6,464,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,21,15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1983,Rodrygo,br BRA,FW,Real Madrid,es La Liga,24-021,2001,18,14,1199,13.3,6,5,11,6,0,0,0,0,2.7,2.6,2.2,4.8,64,64,152,0.45,0.38,0.83,0.45,0.83,0.20,0.16,0.37,0.20,0.36,Matches
1984,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25-220,1999,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.00,0.16,0.16,0.00,0.16,0.02,0.24,0.26,0.02,0.26,Matches
1985,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-188,2002,22,22,1810,20.1,6,4,10,6,0,0,7,0,3.7,3.7,4.4,8.2,70,72,108,0.30,0.20,0.50,0.30,0.50,0.19,0.22,0.41,0.19,0.41,Matches
1986,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22-209,2002,11,7,568,6.3,0,1,1,0,0,0,1,0,0.6,0.6,0.4,1.0,12,14,30,0.00,0.16,0.16,0.00,0.16,0.10,0.07,0.16,0.10,0.16,Matches
1987,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-018,1995,18,17,1413,15.7,0,0,0,0,0,0,1,1,0.8,0.8,0.1,1.0,3,37,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
1988,Leo Román,es ESP,GK,Mallorca,es La Liga,24-208,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1989,Carlos Romero,es ESP,"DF,MF",Espanyol,es La Liga,23-093,2001,18,12,1123,12.5,1,1,2,1,0,0,4,0,1.1,1.1,0.9,1.9,26,35,51,0.08,0.08,0.16,0.08,0.16,0.08,0.07,0.16,0.08,0.16,Matches
1990,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26-278,1998,12,12,974,10.8,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,10,48,2,0.09,0.00,0.09,0.09,0.09,0.10,0.05,0.15,0.10,0.15,Matches
1991,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24-257,2000,17,16,1311,14.6,2,2,4,2,0,1,5,0,4.3,3.5,1.7,5.2,15,16,66,0.14,0.14,0.27,0.14,0.27,0.30,0.12,0.41,0.24,0.36,Matches
1992,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,20-073,2004,6,2,199,2.2,0,0,0,0,0,1,0,0,0.8,0.0,0.2,0.2,3,0,12,0.00,0.00,0.00,0.00,0.00,0.37,0.08,0.45,0.01,0.09,Matches
1993,Oriol Romeu,es ESP,MF,Girona,es La Liga,33-128,1991,14,11,878,9.8,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,11,50,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
1994,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,30-054,1994,13,8,707,7.9,2,0,2,2,0,0,3,0,0.8,0.8,0.4,1.2,15,41,9,0.25,0.00,0.25,0.25,0.25,0.10,0.06,0.16,0.10,0.16,Matches
1995,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33-307,1991,21,20,1800,20.0,3,1,4,3,0,0,5,0,0.2,0.2,1.2,1.5,17,151,22,0.15,0.05,0.20,0.15,0.20,0.01,0.06,0.07,0.01,0.07,Matches
1996,Vitor Roque,br BRA,FW,Betis,es La Liga,19-337,2005,18,14,1163,12.9,4,0,4,4,0,0,3,0,6.0,6.0,1.1,7.1,22,15,51,0.31,0.00,0.31,0.31,0.31,0.46,0.09,0.55,0.46,0.55,Matches
1997,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,28-023,1997,17,14,1181,13.1,1,1,2,0,1,1,2,1,2.2,1.4,0.3,1.8,10,54,12,0.08,0.08,0.15,0.00,0.08,0.17,0.03,0.19,0.11,0.13,Matches
1998,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,23-011,2002,12,7,698,7.8,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,7,18,17,0.13,0.13,0.26,0.13,0.26,0.05,0.07,0.11,0.05,0.11,Matches
1999,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21-355,2003,17,8,849,9.4,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,13,21,6,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.07,0.01,0.07,Matches
2000,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,28-164,1996,18,14,1363,15.1,0,1,1,0,0,0,5,0,0.2,0.2,0.5,0.7,19,25,39,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.05,0.01,0.05,Matches
2001,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,20-093,2004,14,12,982,10.9,2,2,4,2,0,0,3,1,1.2,1.2,1.2,2.4,19,28,65,0.18,0.18,0.37,0.18,0.37,0.11,0.11,0.22,0.11,0.22,Matches
2002,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-246,2001,17,13,1122,12.5,1,0,1,1,0,0,1,0,0.4,0.4,0.3,0.7,5,43,3,0.08,0.00,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,Matches
2003,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,21-023,2004,4,1,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2004,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,32-024,1993,3,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
2005,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-057,2001,19,17,1554,17.3,0,1,1,0,0,0,9,0,0.5,0.5,1.0,1.5,22,93,25,0.00,0.06,0.06,0.00,0.06,0.03,0.06,0.09,0.03,0.09,Matches
2006,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21-275,2003,17,3,483,5.4,2,2,4,2,0,0,2,0,2.4,2.4,2.8,5.3,20,20,53,0.37,0.37,0.75,0.37,0.75,0.45,0.53,0.98,0.45,0.98,Matches
2007,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30-341,1994,22,22,1980,22.0,1,2,3,1,0,0,2,0,1.9,1.9,0.6,2.5,15,96,0,0.05,0.09,0.14,0.05,0.14,0.09,0.03,0.11,0.09,0.11,Matches
2008,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,18-081,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53,Matches
2009,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31-333,1993,21,20,1792,19.9,0,0,0,0,0,0,2,0,1.3,1.3,0.2,1.5,14,69,2,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08,Matches
2010,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-203,2002,18,15,1324,14.7,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,44,85,84,0.00,0.14,0.14,0.00,0.14,0.01,0.10,0.12,0.01,0.12,Matches
2011,Aitor Ruibal,es ESP,"FW,DF",Betis,es La Liga,28-314,1996,16,7,640,7.1,0,2,2,0,0,0,3,0,0.6,0.6,1.3,1.9,13,21,39,0.00,0.28,0.28,0.00,0.28,0.08,0.18,0.26,0.08,0.26,Matches
2012,Abel Ruiz,es ESP,FW,Girona,es La Liga,25-002,2000,15,12,969,10.8,3,0,3,2,1,1,3,0,3.1,2.4,0.4,2.7,15,16,49,0.28,0.00,0.28,0.19,0.19,0.29,0.04,0.33,0.22,0.25,Matches
2013,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21-279,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2014,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28-302,1996,18,11,1064,11.8,2,1,3,2,0,0,0,0,2.4,2.4,1.9,4.3,28,116,49,0.17,0.08,0.25,0.17,0.25,0.20,0.16,0.36,0.20,0.36,Matches
2015,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-255,1992,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2016,Georginio Rutter,fr FRA,"FW,MF",Brighton,eng Premier League,22-285,2002,22,13,1177,13.1,4,2,6,4,0,0,2,0,3.3,3.3,1.5,4.9,35,50,63,0.31,0.15,0.46,0.31,0.46,0.25,0.12,0.37,0.25,0.37,Matches
2017,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32-297,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2018,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,27-074,1997,16,16,1256,14.0,1,1,2,1,0,0,3,0,0.3,0.3,1.3,1.5,33,46,78,0.07,0.07,0.14,0.07,0.14,0.02,0.09,0.11,0.02,0.11,Matches
2019,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-179,1992,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2020,José Sá,pt POR,GK,Wolves,eng Premier League,32-013,1993,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2021,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,25-034,1999,6,3,343,3.8,2,2,4,2,0,0,1,0,0.9,0.9,0.5,1.4,14,12,29,0.52,0.52,1.05,0.52,1.05,0.24,0.13,0.37,0.24,0.37,Matches
2022,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31-331,1993,14,12,1018,11.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,12,34,36,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
2023,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,27-037,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.00,0.00,0.00,0.00,0.00,0.27,0.08,0.35,0.27,0.35,Matches
2024,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-017,1993,20,13,1183,13.1,0,1,1,0,0,0,2,0,0.1,0.1,1.1,1.3,21,42,35,0.00,0.08,0.08,0.00,0.08,0.01,0.09,0.10,0.01,0.10,Matches
2025,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,de Bundesliga,30-319,1994,16,11,1025,11.4,0,0,0,0,0,0,2,0,1.5,1.5,0.3,1.7,15,54,49,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,Matches
2026,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29-274,1995,10,10,850,9.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,15,47,27,0.00,0.11,0.11,0.00,0.11,0.00,0.01,0.01,0.00,0.01,Matches
2027,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27-363,1997,1,0,22,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2028,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27-363,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,18,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
2029,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25-217,1999,10,9,637,7.1,4,1,5,4,0,0,3,0,1.7,1.7,2.1,3.8,17,20,49,0.57,0.14,0.71,0.57,0.71,0.25,0.29,0.54,0.25,0.54,Matches
2030,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25-217,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
2031,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-074,1996,11,9,715,7.9,1,0,1,1,0,0,2,1,0.4,0.4,0.1,0.5,3,11,0,0.13,0.00,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,Matches
2032,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25-340,1999,5,4,429,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2033,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25-291,1999,18,16,1465,16.3,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.3,10,28,2,0.12,0.00,0.12,0.12,0.12,0.04,0.03,0.08,0.04,0.08,Matches
2034,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21-000,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
2035,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23-233,2001,18,8,943,10.5,1,3,4,1,0,0,1,0,1.5,1.5,3.1,4.5,50,64,116,0.10,0.29,0.38,0.10,0.38,0.14,0.29,0.43,0.14,0.43,Matches
2036,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,29-286,1995,10,5,401,4.5,1,0,1,1,0,0,2,0,2.0,2.0,0.3,2.3,7,14,25,0.22,0.00,0.22,0.22,0.22,0.44,0.07,0.51,0.44,0.51,Matches
2037,Théo Sainte-Luce,fr FRA,"DF,MF",Montpellier,fr Ligue 1,26-102,1998,5,0,152,1.7,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,1,3,8,0.59,0.00,0.59,0.59,0.59,0.45,0.18,0.63,0.45,0.63,Matches
2038,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23-147,2001,16,16,1268,14.1,5,10,15,4,1,1,3,0,4.2,3.4,5.8,9.2,72,53,195,0.35,0.71,1.06,0.28,0.99,0.30,0.41,0.71,0.24,0.65,Matches
2039,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17-016,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2040,Marco Sala,it ITA,DF,Como,it Serie A,25-240,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
2041,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-153,2001,10,3,335,3.7,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,38,0.27,0.27,0.54,0.27,0.54,0.15,0.15,0.30,0.15,0.30,Matches
2042,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-229,1992,22,22,1942,21.6,19,13,32,14,5,5,1,0,17.3,13.3,9.2,22.5,93,87,286,0.88,0.60,1.48,0.65,1.25,0.80,0.42,1.22,0.62,1.04,Matches
2043,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-196,2000,16,1,311,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0.9,11,7,27,0.00,0.00,0.00,0.00,0.00,0.19,0.08,0.27,0.19,0.27,Matches
2044,Kike Salas,es ESP,DF,Sevilla,es La Liga,22-282,2002,15,10,920,10.2,0,2,2,0,0,0,3,0,0.2,0.2,0.5,0.7,5,31,12,0.00,0.20,0.20,0.00,0.20,0.02,0.05,0.07,0.02,0.07,Matches
2045,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28-140,1996,18,16,1408,15.6,1,0,1,1,0,0,3,0,1.0,1.0,1.4,2.4,21,63,58,0.06,0.00,0.06,0.06,0.06,0.06,0.09,0.16,0.06,0.16,Matches
2046,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23-312,2001,21,21,1829,20.3,2,0,2,2,0,0,2,1,1.9,1.9,0.5,2.4,9,70,2,0.10,0.00,0.10,0.10,0.10,0.09,0.03,0.12,0.09,0.12,Matches
2047,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-288,1999,12,10,930,10.3,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,62,3,0.10,0.00,0.10,0.10,0.10,0.08,0.00,0.08,0.08,0.08,Matches
2048,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27-253,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.00,0.00,0.00,0.00,0.00,0.25,0.16,0.41,0.25,0.41,Matches
2049,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-070,1992,12,9,790,8.8,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches
2050,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,it Serie A,22-341,2002,20,4,777,8.6,2,1,3,2,0,0,2,0,1.6,1.6,1.5,3.1,34,55,73,0.23,0.12,0.35,0.23,0.35,0.19,0.17,0.36,0.19,0.36,Matches
2051,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-019,1996,7,5,286,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,11,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2052,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-085,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches
2053,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-085,1995,16,10,802,8.9,2,1,3,2,0,0,1,0,2.3,2.3,1.0,3.3,25,12,74,0.22,0.11,0.34,0.22,0.34,0.26,0.11,0.37,0.26,0.37,Matches
2054,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30-280,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2055,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30-280,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2056,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-100,1999,14,11,1027,11.4,0,2,2,0,0,0,2,0,0.3,0.3,0.5,0.8,19,66,13,0.00,0.18,0.18,0.00,0.18,0.03,0.04,0.07,0.03,0.07,Matches
2057,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,28-145,1996,7,0,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,4,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
2058,Chuky san jose,es ESP,"MF,FW",Valladolid,es La Liga,20-276,2004,5,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
2059,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28-332,1996,17,13,975,10.8,2,0,2,2,0,1,1,0,2.4,1.6,0.4,2.1,4,14,44,0.18,0.00,0.18,0.18,0.18,0.23,0.04,0.27,0.15,0.19,Matches
2060,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-280,2000,17,13,1029,11.4,7,1,8,6,1,1,2,0,5.3,4.5,1.2,5.7,34,61,71,0.61,0.09,0.70,0.52,0.61,0.46,0.10,0.56,0.39,0.50,Matches
2061,Alexis Sánchez,cl CHI,"FW,MF",Udinese,it Serie A,36-042,1988,5,2,160,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,6,10,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
2062,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-029,1997,19,7,862,9.6,0,0,0,0,0,0,1,0,0.7,0.7,0.6,1.3,11,25,33,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,Matches
2063,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32-129,1992,19,7,807,9.0,1,1,2,1,0,0,4,0,0.3,0.3,1.4,1.7,28,37,49,0.11,0.11,0.22,0.11,0.22,0.04,0.15,0.19,0.04,0.19,Matches
2064,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27-322,1997,15,15,1242,13.8,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.3,3,15,4,0.07,0.00,0.07,0.07,0.07,0.01,0.01,0.02,0.01,0.02,Matches
2065,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21-168,2003,16,8,754,8.4,2,2,4,2,0,0,4,1,1.3,1.3,0.8,2.1,15,25,29,0.24,0.24,0.48,0.24,0.48,0.16,0.09,0.25,0.16,0.25,Matches
2066,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-159,2000,17,15,1390,15.4,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.5,28,44,45,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
2067,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-073,1997,21,21,1890,21.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2068,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24-311,2000,17,12,1062,11.8,2,4,6,2,0,0,1,0,1.4,1.4,2.6,4.0,63,56,131,0.17,0.34,0.51,0.17,0.51,0.12,0.22,0.34,0.12,0.34,Matches
2069,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26-344,1998,18,8,751,8.3,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.8,5,33,9,0.12,0.00,0.12,0.12,0.12,0.08,0.02,0.10,0.08,0.10,Matches
2070,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24-208,2000,4,2,183,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,7,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2071,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-019,1996,15,9,831,9.2,5,2,7,5,0,0,1,0,4.4,4.4,1.6,6.0,32,32,138,0.54,0.22,0.76,0.54,0.76,0.48,0.17,0.65,0.48,0.65,Matches
2072,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-293,2002,8,8,687,7.6,2,0,2,2,0,0,3,0,0.4,0.4,0.1,0.5,7,30,1,0.26,0.00,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,Matches
2073,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-059,1997,3,3,212,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
2074,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18-338,2006,16,6,709,7.9,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,6,27,36,0.00,0.13,0.13,0.00,0.13,0.01,0.04,0.05,0.01,0.05,Matches
2075,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-031,2000,19,19,1693,18.8,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,19,83,18,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
2076,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,33-142,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,5,0.00,0.00,0.00,0.00,0.00,0.30,0.06,0.36,0.30,0.36,Matches
2077,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29-327,1995,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
