Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
147,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21-352,2003,5.7,414,57,267,139,13,3,414,6,4,66.7,0,0.0,253,1300,750,3,2,1,0,5,294,4,Matches
148,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-009,1996,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49,Matches
149,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22-327,2002,5.9,601,15,139,372,92,7,601,3,0,0.0,3,100.0,378,1865,779,7,9,1,3,1,477,15,Matches
150,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-182,1987,13.4,688,4,55,343,302,44,685,20,10,50.0,7,35.0,495,2537,1196,38,28,11,25,13,576,90,Matches
151,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-072,2003,8.6,497,4,33,196,274,29,497,34,14,41.2,14,41.2,325,2185,980,37,19,17,23,10,374,82,Matches
152,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,24-222,2000,12.5,843,39,188,382,277,34,843,41,15,36.6,26,63.4,415,2721,1620,52,38,12,32,16,513,95,Matches
153,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19-288,2005,0.6,54,0,6,27,22,6,54,4,3,75.0,1,25.0,34,233,136,4,2,1,6,2,35,12,Matches
154,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-158,2005,17.5,851,65,279,454,127,19,851,33,13,39.4,16,48.5,451,2915,1325,23,22,4,34,12,540,19,Matches
155,Arthur Atta,fr FRA,MF,Udinese,it Serie A,22-016,2003,2.8,184,0,19,112,58,6,184,12,7,58.3,5,41.7,124,737,312,8,5,1,1,5,137,11,Matches
156,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-250,2002,16.0,788,602,785,4,0,0,788,0,0,,0,,442,2373,1202,0,0,0,0,0,457,0,Matches
157,Emil Audero,it ITA,GK,Como,it Serie A,28-012,1997,8.0,269,219,268,1,0,0,269,0,0,,0,,177,821,476,0,0,0,0,0,162,0,Matches
158,Tommaso Augello,it ITA,"DF,FW",Cagliari,it Serie A,30-153,1994,15.5,981,50,319,361,316,6,981,30,17,56.7,12,40.0,455,2298,1145,33,18,0,15,13,530,71,Matches
159,Carlos Augusto,br BRA,"DF,FW",Inter,it Serie A,26-023,1999,7.7,504,31,156,255,95,12,504,3,0,0.0,3,100.0,277,1490,589,9,9,2,12,9,339,35,Matches
160,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-062,2000,9.1,730,60,242,400,90,21,730,8,2,25.0,5,62.5,497,2749,1321,18,13,1,6,2,581,24,Matches
161,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-022,1999,1.0,36,30,36,0,0,0,36,0,0,,0,,22,104,46,0,0,0,0,0,16,0,Matches
162,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30-359,1994,6.4,273,4,20,117,141,33,273,9,4,44.4,4,44.4,145,627,295,12,7,4,22,4,182,41,Matches
163,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-171,1997,2.8,111,3,11,49,52,18,111,4,1,25.0,3,75.0,58,272,132,5,4,2,15,10,73,13,Matches
164,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-116,2003,14.1,795,39,182,400,226,34,795,35,14,40.0,13,37.1,412,2042,895,19,12,5,26,18,513,51,Matches
165,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-011,1997,3.7,114,5,15,58,41,8,114,2,2,100.0,0,0.0,49,247,67,2,3,0,10,4,76,15,Matches
166,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-044,1989,9.1,232,12,30,131,77,20,232,8,2,25.0,5,62.5,100,365,109,3,2,2,20,17,145,20,Matches
167,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-141,1991,0.2,12,0,0,7,5,1,12,0,0,,0,,6,25,12,0,0,0,0,1,9,1,Matches
168,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-141,1991,12.0,511,14,76,257,192,37,510,40,14,35.0,22,55.0,311,2015,906,24,22,3,38,28,349,55,Matches
169,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-212,2001,4.3,300,16,68,161,74,5,300,5,1,20.0,3,60.0,147,657,277,5,5,1,5,7,206,12,Matches
170,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-295,2001,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1,Matches
171,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-242,2006,0.1,13,0,0,4,9,0,13,0,0,,0,,10,27,14,0,2,0,0,0,12,2,Matches
172,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-155,1989,5.8,464,25,142,253,70,6,464,1,1,100.0,0,0.0,249,1183,847,7,9,0,3,0,332,8,Matches
173,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-199,1994,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26,Matches
174,Papa Ba,es ESP,MF,Girona,es La Liga,20-140,2004,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2,Matches
175,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-243,2000,6.3,239,4,24,78,145,33,239,22,8,36.4,10,45.5,157,898,510,18,10,6,16,11,169,74,Matches
176,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-049,2002,1.0,43,0,2,18,25,2,43,9,2,22.2,6,66.7,30,207,129,2,4,0,5,3,29,5,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-294,2000,16.2,1207,150,715,466,35,12,1207,13,9,69.2,2,15.4,682,3418,1695,6,7,0,10,5,835,3,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-340,1989,13.6,823,53,217,498,114,11,823,13,6,46.2,5,38.5,392,1531,618,6,7,1,15,8,532,12,Matches
179,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23-310,2001,2.8,245,16,99,136,11,0,245,1,0,0.0,1,100.0,140,514,288,3,4,0,1,0,178,2,Matches
180,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23-194,2001,17.2,962,14,136,381,465,51,961,31,10,32.3,16,51.6,549,3167,1817,46,52,4,26,19,626,88,Matches
181,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18-294,2006,9.6,523,85,321,194,10,8,523,4,3,75.0,1,25.0,265,1091,459,0,1,0,3,5,316,1,Matches
182,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-174,1997,11.0,460,14,65,132,272,58,460,46,18,39.1,19,41.3,297,2161,1118,48,21,27,29,22,331,96,Matches
183,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-293,1994,6.4,364,48,174,178,13,5,364,3,3,100.0,0,0.0,183,1000,501,1,4,0,6,1,233,0,Matches
184,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-156,1999,4.9,173,6,11,74,88,26,173,2,0,0.0,2,100.0,74,282,111,5,2,2,10,3,119,21,Matches
185,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-294,1991,4.1,111,2,5,42,64,19,111,4,1,25.0,2,50.0,58,177,60,2,1,3,11,7,83,26,Matches
186,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-224,2000,0.2,10,0,2,5,3,0,10,0,0,,0,,6,23,15,0,0,0,0,0,7,1,Matches
187,Mitchel Bakker,nl NED,"DF,FW",Lille,fr Ligue 1,24-224,2000,6.1,390,8,73,168,151,20,390,13,7,53.8,6,46.2,212,949,513,20,10,4,8,5,263,50,Matches
188,Darryl Bakola,fr FRA,DF,Marseille,fr Ligue 1,17-061,2007,0.1,11,0,3,5,3,0,11,0,0,,0,,5,27,23,0,1,0,0,0,9,0,Matches
189,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26-297,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,Matches
190,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26-297,1998,2.4,132,9,37,50,46,2,132,4,3,75.0,1,25.0,66,262,123,4,3,0,1,0,75,18,Matches
191,Dilane Bakwa,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-157,2002,17.3,825,14,103,353,381,43,825,69,23,33.3,38,55.1,534,3565,1772,63,42,23,33,25,610,145,Matches
192,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21-313,2003,5.2,270,2,28,99,147,25,270,20,7,35.0,12,60.0,166,1172,601,23,19,7,10,3,191,30,Matches
193,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-104,2003,16.0,1063,28,198,529,352,26,1063,73,31,42.5,26,35.6,657,4327,2154,66,38,7,27,15,764,150,Matches
194,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-027,2004,16.9,921,43,206,542,200,7,921,37,20,54.1,15,40.5,511,3015,1535,27,24,2,23,23,553,17,Matches
195,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-004,1999,15.0,1688,126,629,1026,41,7,1688,11,9,81.8,2,18.2,1042,4968,3243,8,12,2,10,10,1346,3,Matches
196,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-029,1992,8.2,427,29,156,188,88,5,427,4,2,50.0,1,25.0,175,591,262,6,5,2,8,1,205,11,Matches
197,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-238,2002,17.5,986,211,594,378,17,6,986,0,0,,0,,503,2245,1211,7,3,0,9,1,586,1,Matches
198,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-211,2001,5.2,157,0,3,60,95,42,157,9,3,33.3,5,55.6,107,561,275,13,6,6,26,7,134,57,Matches
199,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-171,1990,0.7,23,1,4,7,12,1,23,0,0,,0,,10,46,23,0,1,0,1,0,16,5,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34-280,1990,7.3,357,43,199,152,7,1,357,1,1,100.0,0,0.0,217,894,380,0,0,0,2,1,236,0,Matches
201,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28-310,1996,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71,Matches
202,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-114,2004,0.1,22,1,8,12,2,0,22,0,0,,0,,14,38,18,0,1,0,0,0,17,0,Matches
203,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20-352,2004,0.1,17,0,0,7,11,1,17,3,1,33.3,2,66.7,14,95,38,2,1,1,3,0,14,6,Matches
204,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-001,2001,5.6,196,4,34,75,93,16,196,24,8,33.3,12,50.0,133,1304,680,20,8,14,13,7,132,36,Matches
205,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24-294,2000,4.5,266,12,75,171,24,0,266,1,1,100.0,0,0.0,148,750,352,1,2,0,4,6,167,4,Matches
206,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-051,1993,12.2,745,124,492,245,12,5,745,4,2,50.0,0,0.0,403,1752,840,6,1,0,2,2,512,3,Matches
207,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-060,2006,1.9,130,16,62,64,7,2,130,0,0,,0,,70,354,177,1,3,0,1,0,76,0,Matches
208,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-126,2001,0.9,35,2,11,10,15,6,35,5,2,40.0,2,40.0,14,102,42,2,1,3,0,1,17,6,Matches
209,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17-332,2007,0.0,2,0,0,2,0,0,2,1,0,0.0,0,0.0,2,4,1,0,0,0,1,0,1,0,Matches
210,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-058,1994,0.6,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5,Matches
211,Federico Barba,it ITA,DF,Como,it Serie A,31-151,1993,4.8,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5,Matches
212,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-191,2004,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,123,545,254,4,4,0,6,4,142,13,Matches
213,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-150,2002,13.9,730,8,48,225,464,127,730,88,25,28.4,57,64.8,479,3479,2086,87,34,63,41,11,578,204,Matches
214,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-085,2000,9.7,585,40,219,269,108,13,585,19,10,52.6,9,47.4,278,1582,857,19,11,5,12,8,315,26,Matches
215,Nicolò Barella,it ITA,MF,Inter,it Serie A,27-358,1997,15.4,1157,23,186,649,334,22,1157,30,14,46.7,13,43.3,760,3836,1799,33,28,2,19,25,883,61,Matches
216,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24-154,2000,0.6,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0,Matches
217,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27-304,1997,1.6,65,0,5,21,40,10,65,6,5,83.3,1,16.7,35,293,116,8,4,1,10,2,43,17,Matches
218,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-056,1993,6.2,429,16,68,255,112,17,429,10,8,80.0,2,20.0,254,1377,640,14,13,2,5,8,302,8,Matches
219,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-254,1998,0.8,47,2,9,22,17,1,47,3,0,0.0,2,66.7,22,139,75,2,0,0,0,0,29,6,Matches
220,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-052,1997,8.7,374,8,49,128,197,57,374,28,12,42.9,11,39.3,274,2011,1088,42,21,23,16,10,305,82,Matches
221,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-253,2001,11.0,652,34,168,423,66,10,652,11,4,36.4,6,54.5,271,1142,507,8,3,0,10,10,401,8,Matches
222,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-034,2001,7.9,435,8,66,143,232,42,435,40,13,32.5,26,65.0,276,1754,770,28,14,14,30,15,309,101,Matches
223,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-229,2003,14.5,998,34,220,537,244,20,998,23,13,56.5,9,39.1,609,2780,1279,14,19,4,26,11,735,42,Matches
224,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-101,2002,15.0,382,11,19,143,225,75,381,26,6,23.1,14,53.8,208,1322,542,22,18,12,55,18,298,82,Matches
225,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-032,2005,0.6,34,1,7,11,17,1,34,2,0,0.0,2,100.0,18,69,44,2,1,0,0,0,20,10,Matches
226,Marc Bartra,es ESP,DF,Betis,es La Liga,34-015,1991,11.3,747,99,454,271,29,10,747,9,4,44.4,5,55.6,395,1852,1199,4,5,0,5,3,452,1,Matches
227,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-132,1996,22.0,1177,204,718,426,37,19,1177,4,3,75.0,0,0.0,546,2774,1409,8,5,0,7,0,673,3,Matches
228,Daniele Baselli,it ITA,MF,Como,it Serie A,32-324,1992,0.2,31,1,6,23,2,0,31,0,0,,0,,22,134,45,2,0,0,1,0,24,0,Matches
229,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-030,1999,22.0,1611,222,796,742,87,11,1611,18,7,38.9,6,33.3,1023,4913,2656,18,12,3,21,5,1118,11,Matches
230,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-201,2005,0.0,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0,Matches
231,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-292,1999,16.8,1517,111,519,751,252,11,1517,7,3,42.9,2,28.6,980,4914,2941,32,38,1,20,2,1109,42,Matches
232,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28-275,1996,16.0,602,500,593,9,0,0,602,4,4,100.0,0,0.0,350,1802,1135,0,0,0,1,0,288,0,Matches
233,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28-350,1996,17.6,1153,148,634,504,19,6,1153,8,5,62.5,2,25.0,615,3385,1944,9,2,0,5,1,769,1,Matches
234,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24-356,2000,7.3,422,45,177,222,24,3,422,0,0,,0,,216,991,539,4,4,0,6,2,260,7,Matches
235,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-242,1990,18.0,749,615,738,12,0,0,749,0,0,,0,,444,1927,1106,0,0,0,0,0,389,0,Matches
236,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,25-182,1999,10.8,522,28,106,248,181,39,522,27,12,44.4,12,44.4,260,1546,832,19,22,4,24,21,320,59,Matches
237,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-000,2005,1.9,70,6,19,38,14,1,70,2,1,50.0,1,50.0,36,191,101,1,2,0,1,0,40,3,Matches
238,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27-235,1997,6.3,366,15,86,190,97,19,366,22,13,59.1,9,40.9,179,960,317,7,6,1,14,12,199,32,Matches
239,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29-356,1995,8.3,277,7,33,78,170,29,277,8,4,50.0,2,25.0,172,1356,760,33,10,13,15,2,212,80,Matches
240,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27-311,1997,14.5,678,73,365,243,74,15,678,12,6,50.0,6,50.0,289,1699,821,14,11,1,17,7,335,24,Matches
241,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28-293,1996,18.8,1545,278,802,716,34,11,1545,3,3,100.0,0,0.0,811,2957,1426,4,4,1,8,2,1036,1,Matches
242,Donny van de Beek,nl NED,"MF,FW",Girona,es La Liga,27-287,1997,11.6,443,9,86,186,175,47,443,10,5,50.0,5,50.0,222,1043,380,13,11,2,11,13,311,70,Matches
243,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33-362,1991,1.2,57,1,4,20,33,11,57,1,0,0.0,1,100.0,17,64,27,1,0,1,3,1,43,12,Matches
244,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,22-105,2002,10.5,348,11,51,137,164,39,348,31,11,35.5,18,58.1,185,803,366,9,7,3,24,17,228,65,Matches
245,Ismael Bekhoucha,ma MAR,MF,Getafe,es La Liga,20-071,2004,0.0,4,1,3,1,0,0,4,0,0,,0,,1,2,1,0,0,0,0,0,1,0,Matches
246,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20-243,2004,17.4,842,45,236,501,122,7,842,50,31,62.0,17,34.0,525,3080,1410,20,16,4,31,20,570,13,Matches
247,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-002,1994,14.0,741,48,233,440,75,5,741,9,1,11.1,6,66.7,376,1756,721,3,10,1,20,7,472,12,Matches
248,Yassin Belkhdim,fr FRA,"MF,FW",Angers,fr Ligue 1,22-351,2002,7.3,331,24,118,165,55,9,331,9,1,11.1,7,77.8,171,901,398,11,4,1,19,5,178,17,Matches
249,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33-159,1991,12.5,739,117,411,303,29,23,739,5,1,20.0,3,60.0,315,1431,721,7,1,1,11,3,371,4,Matches
250,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24-258,2000,1.0,51,5,19,19,13,1,51,1,0,0.0,1,100.0,34,228,127,4,3,0,1,0,33,5,Matches
251,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24-258,2000,15.2,849,28,191,331,337,24,849,30,12,40.0,14,46.7,483,3009,1551,51,26,3,18,7,538,116,Matches
252,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26-217,1998,9.6,379,13,71,154,161,25,379,37,6,16.2,20,54.1,241,1592,700,23,18,7,15,15,265,45,Matches
253,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29-317,1995,5.8,354,22,110,176,69,10,354,8,6,75.0,2,25.0,196,695,326,3,4,0,5,1,225,20,Matches
254,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21-215,2003,15.7,1072,16,149,547,386,57,1070,38,22,57.9,13,34.2,666,3230,1588,45,30,9,31,19,873,82,Matches
255,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19-348,2005,0.8,44,2,9,20,15,1,44,1,1,100.0,0,0.0,16,89,39,0,2,0,2,0,32,1,Matches
256,Andrea Belotti,it ITA,FW,Como,it Serie A,31-041,1993,6.6,185,7,23,82,82,28,185,6,2,33.3,2,33.3,106,477,203,9,5,3,10,10,131,33,Matches
257,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25-362,1999,14.5,915,31,213,587,116,7,915,10,6,60.0,3,30.0,489,2369,1095,13,13,1,13,15,643,15,Matches
258,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,it Serie A,23-307,2001,11.3,450,6,49,238,169,33,448,19,9,47.4,10,52.6,267,1393,574,16,14,4,18,14,332,49,Matches
259,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19-349,2005,13.6,842,1,63,361,430,46,840,72,23,31.9,43,59.7,573,3754,2009,57,62,18,46,24,666,130,Matches
260,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26-306,1998,3.5,170,8,37,109,28,1,170,4,3,75.0,1,25.0,101,479,219,3,1,1,0,0,105,3,Matches
261,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,24-067,2000,2.2,74,7,16,33,25,4,74,1,0,0.0,1,100.0,40,167,80,3,2,0,5,3,55,11,Matches
262,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,27-143,1997,3.2,198,0,29,92,79,3,198,2,1,50.0,1,50.0,104,370,153,2,1,1,5,2,124,14,Matches
263,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,22-173,2002,0.4,18,1,4,11,4,0,18,1,0,0.0,1,100.0,8,60,25,2,1,0,1,0,13,4,Matches
264,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,27-060,1997,2.8,216,7,43,127,46,1,216,10,9,90.0,1,10.0,133,821,343,6,4,0,3,3,174,12,Matches
265,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,29-173,1995,8.2,447,2,44,169,240,34,447,29,8,27.6,20,69.0,286,1930,956,41,20,15,15,11,346,109,Matches
266,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29-289,1995,11.8,844,52,240,416,195,19,844,9,2,22.2,6,66.7,402,1672,781,14,17,1,7,4,488,41,Matches
267,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27-219,1997,8.6,647,29,146,389,118,10,647,8,3,37.5,4,50.0,383,1628,642,7,9,3,7,11,436,9,Matches
268,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-067,2003,12.1,1227,112,421,757,52,6,1227,0,0,,0,,732,3060,1890,7,11,0,5,2,972,0,Matches
269,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34-355,1990,13.2,897,50,262,477,166,8,897,9,5,55.6,3,33.3,403,2042,1205,24,20,1,8,1,490,35,Matches
270,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29-210,1995,13.2,631,9,42,235,364,42,630,32,13,40.6,17,53.1,316,1993,1075,33,21,14,27,19,418,94,Matches
271,Sander Berge,no NOR,MF,Fulham,eng Premier League,26-351,1998,12.6,712,52,205,419,92,6,712,10,5,50.0,4,40.0,394,2041,830,12,11,2,2,9,425,1,Matches
272,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18-363,2006,6.2,485,23,108,259,127,6,485,19,10,52.6,6,31.6,287,1818,854,15,8,1,13,10,336,13,Matches
273,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-101,2003,2.7,184,5,27,111,47,3,184,5,1,20.0,3,60.0,120,629,348,5,2,1,2,0,132,6,Matches
274,Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26-264,1998,3.7,93,5,11,35,47,12,93,8,3,37.5,5,62.5,60,195,78,2,3,1,6,3,69,18,Matches
275,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23-249,2001,10.0,711,31,185,388,149,3,711,20,9,45.0,6,30.0,433,2031,1231,20,20,1,10,7,494,7,Matches
276,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17-249,2007,2.7,184,4,47,116,21,1,184,3,2,66.7,1,33.3,97,461,150,0,2,0,2,2,137,2,Matches
277,Bernardo,br BRA,DF,Bochum,de Bundesliga,29-261,1995,7.8,487,45,222,241,27,9,487,2,1,50.0,1,50.0,250,1326,623,10,3,0,5,3,264,3,Matches
278,Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31-335,1993,2.4,160,10,42,63,56,13,160,8,3,37.5,5,62.5,83,347,168,4,3,1,3,2,100,23,Matches
279,Alexander Bernhardsson,se SWE,"MF,DF",Holstein Kiel,de Bundesliga,26-144,1998,6.1,233,7,52,114,76,14,233,20,8,40.0,12,60.0,101,629,264,6,5,3,13,8,133,29,Matches
280,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,22-045,2002,19.5,1227,93,467,548,221,9,1227,15,6,40.0,8,53.3,634,2955,1378,29,15,4,8,11,679,46,Matches
281,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,29-146,1995,15.2,797,32,139,391,280,25,797,28,11,39.3,17,60.7,365,1693,693,15,16,3,23,12,415,43,Matches
282,Juan Berrocal,es ESP,DF,Getafe,es La Liga,25-271,1999,6.8,298,32,155,136,8,5,298,0,0,,0,,122,592,294,1,1,0,1,0,119,1,Matches
283,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26-238,1998,3.0,99,83,99,0,0,0,99,0,0,,0,,47,265,138,0,0,0,0,0,38,0,Matches
284,Beto,gw GNB,FW,Everton,eng Premier League,26-365,1998,3.5,104,4,11,43,51,21,104,16,9,56.3,6,37.5,54,368,149,5,4,2,16,6,77,20,Matches
285,Sam Beukema,nl NED,DF,Bologna,it Serie A,26-074,1998,20.5,1454,114,559,813,89,18,1454,1,0,0.0,0,0.0,876,5332,2737,17,22,1,6,7,965,5,Matches
286,Alessandro Bianco,it ITA,MF,Monza,it Serie A,22-121,2002,15.0,909,37,225,541,154,13,909,25,12,48.0,10,40.0,600,3262,1517,26,25,4,27,14,638,14,Matches
287,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,22-121,2002,0.2,14,0,2,11,1,0,14,0,0,,0,,8,48,30,0,0,0,1,0,8,1,Matches
288,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21-357,2003,2.0,75,1,2,28,45,22,75,1,0,0.0,1,100.0,38,128,51,0,1,0,5,2,51,23,Matches
289,Jaka Bijol,si SVN,DF,Udinese,it Serie A,25-360,1999,20.0,1176,159,607,536,44,27,1176,0,0,,0,,670,4158,2431,15,8,1,9,1,745,3,Matches
