Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
161,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-022,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30-359,1994,6.4,29,4.55,22,0,1,2,4,0,3,0.47,3,0,0,0,0,0,Matches
163,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-171,1997,2.8,6,2.17,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
164,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-116,2003,14.1,40,2.84,20,10,3,3,3,1,4,0.28,3,1,0,0,0,0,Matches
165,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-011,1997,3.7,1,0.27,1,0,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
166,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-044,1989,9.1,6,0.66,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
167,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-141,1991,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-141,1991,12.0,21,1.75,13,4,1,2,0,1,1,0.08,1,0,0,0,0,0,Matches
169,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-212,2001,4.3,9,2.09,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
170,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-295,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
171,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-242,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-155,1989,5.8,3,0.51,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-199,1994,4.7,15,3.17,9,2,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
174,Papa Ba,es ESP,MF,Girona,es La Liga,20-140,2004,0.5,2,3.75,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-243,2000,6.3,20,3.20,14,1,2,0,1,2,1,0.16,0,0,1,0,0,0,Matches
176,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-049,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-294,2000,16.2,11,0.68,10,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-340,1989,13.6,23,1.69,18,0,0,4,1,0,1,0.07,0,0,0,1,0,0,Matches
179,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23-310,2001,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23-194,2001,17.2,102,5.92,66,26,1,5,3,1,10,0.58,8,1,0,0,1,0,Matches
181,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18-294,2006,9.6,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-174,1997,11.0,35,3.19,23,1,6,2,3,0,4,0.36,4,0,0,0,0,0,Matches
183,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-293,1994,6.4,2,0.31,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-156,1999,4.9,13,2.64,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-294,1991,4.1,6,1.47,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
186,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-224,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Mitchel Bakker,nl NED,"DF,FW",Lille,fr Ligue 1,24-224,2000,6.1,15,2.40,9,4,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Darryl Bakola,fr FRA,DF,Marseille,fr Ligue 1,17-061,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26-297,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,Matches
190,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26-297,1998,2.4,4,1.70,3,1,0,0,0,0,2,0.85,2,0,0,0,0,0,Matches
191,Dilane Bakwa,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-157,2002,17.3,65,3.77,40,14,5,1,3,2,8,0.46,8,0,0,0,0,0,Matches
192,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21-313,2003,5.2,20,3.81,13,0,2,2,2,1,3,0.57,2,0,0,0,0,1,Matches
193,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-104,2003,16.0,51,3.19,39,3,1,1,7,0,9,0.56,7,0,0,0,2,0,Matches
194,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-027,2004,16.9,41,2.43,38,0,1,1,0,1,3,0.18,2,0,0,0,0,1,Matches
195,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-004,1999,15.0,20,1.33,18,0,2,0,0,0,2,0.13,2,0,0,0,0,0,Matches
196,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-029,1992,8.2,11,1.34,8,2,0,0,1,0,1,0.12,1,0,0,0,0,0,Matches
197,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-238,2002,17.5,8,0.46,7,0,0,0,0,1,2,0.11,2,0,0,0,0,0,Matches
198,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-211,2001,5.2,16,3.07,11,0,1,3,1,0,2,0.38,0,0,1,1,0,0,Matches
199,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-171,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34-280,1990,7.3,6,0.82,4,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
201,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28-310,1996,9.0,28,3.11,24,0,2,2,0,0,4,0.44,4,0,0,0,0,0,Matches
202,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-114,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20-352,2004,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-001,2001,5.6,18,3.24,11,1,2,1,3,0,1,0.18,1,0,0,0,0,0,Matches
205,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24-294,2000,4.5,6,1.33,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
206,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-051,1993,12.2,6,0.49,5,0,0,1,0,0,2,0.16,1,0,0,1,0,0,Matches
207,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-060,2006,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-126,2001,0.9,2,2.25,0,0,1,1,0,0,1,1.13,0,0,0,1,0,0,Matches
209,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17-332,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
210,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-058,1994,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
211,Federico Barba,it ITA,DF,Como,it Serie A,31-151,1993,4.8,3,0.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-191,2004,3.2,10,3.12,5,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
213,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-150,2002,13.9,51,3.67,41,0,5,3,2,0,11,0.79,8,0,1,2,0,0,Matches
214,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-085,2000,9.7,12,1.24,8,1,2,1,0,0,1,0.10,1,0,0,0,0,0,Matches
215,Nicolò Barella,it ITA,MF,Inter,it Serie A,27-358,1997,15.4,64,4.15,49,4,3,4,3,1,13,0.84,12,0,1,0,0,0,Matches
216,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24-154,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
217,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27-304,1997,1.6,6,3.80,2,0,2,0,2,0,1,0.63,0,0,0,0,1,0,Matches
218,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-056,1993,6.2,16,2.60,13,1,2,0,0,0,3,0.49,3,0,0,0,0,0,Matches
219,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-254,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
220,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-052,1997,8.7,31,3.55,20,1,3,3,4,0,4,0.46,2,0,1,0,1,0,Matches
221,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-253,2001,11.0,20,1.82,14,1,0,1,2,2,5,0.46,2,1,0,0,1,1,Matches
222,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-034,2001,7.9,23,2.91,20,0,1,2,0,0,3,0.38,3,0,0,0,0,0,Matches
223,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-229,2003,14.5,38,2.63,35,0,0,1,0,2,7,0.48,7,0,0,0,0,0,Matches
224,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-101,2002,15.0,30,2.00,20,0,2,4,3,1,3,0.20,3,0,0,0,0,0,Matches
225,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-032,2005,0.6,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
226,Marc Bartra,es ESP,DF,Betis,es La Liga,34-015,1991,11.3,5,0.44,4,0,0,1,0,0,1,0.09,0,0,0,1,0,0,Matches
227,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-132,1996,22.0,8,0.36,5,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
228,Daniele Baselli,it ITA,MF,Como,it Serie A,32-324,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-030,1999,22.0,12,0.55,8,1,2,0,0,1,2,0.09,1,0,0,0,0,1,Matches
230,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-201,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-292,1999,16.8,40,2.39,34,3,0,0,1,2,9,0.54,7,1,0,0,1,0,Matches
232,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28-275,1996,16.0,2,0.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28-350,1996,17.6,7,0.40,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
234,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24-356,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
235,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-242,1990,18.0,7,0.39,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
236,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,25-182,1999,10.8,27,2.51,19,0,2,4,1,1,6,0.56,3,0,1,2,0,0,Matches
237,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-000,2005,1.9,1,0.52,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27-235,1997,6.3,23,3.68,16,3,3,1,0,0,2,0.32,1,1,0,0,0,0,Matches
239,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29-356,1995,8.3,16,1.92,12,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
240,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27-311,1997,14.5,12,0.83,9,0,0,3,0,0,3,0.21,2,0,0,1,0,0,Matches
241,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28-293,1996,18.8,13,0.69,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Donny van de Beek,nl NED,"MF,FW",Girona,es La Liga,27-287,1997,11.6,20,1.72,20,0,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches
243,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33-362,1991,1.2,3,2.45,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,22-105,2002,10.5,30,2.85,19,0,3,3,1,4,4,0.38,3,0,0,1,0,0,Matches
245,Ismael Bekhoucha,ma MAR,MF,Getafe,es La Liga,20-071,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
246,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20-243,2004,17.4,38,2.18,32,0,3,1,0,2,3,0.17,2,0,0,0,0,1,Matches
247,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-002,1994,14.0,9,0.64,9,0,0,0,0,0,4,0.29,4,0,0,0,0,0,Matches
248,Yassin Belkhdim,fr FRA,"MF,FW",Angers,fr Ligue 1,22-351,2002,7.3,5,0.68,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
249,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33-159,1991,12.5,8,0.64,6,0,0,1,0,1,2,0.16,1,0,0,1,0,0,Matches
250,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24-258,2000,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
251,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24-258,2000,15.2,32,2.10,28,3,0,0,1,0,7,0.46,7,0,0,0,0,0,Matches
252,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26-217,1998,9.6,28,2.93,16,1,3,3,3,2,4,0.42,3,0,0,0,0,1,Matches
253,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29-317,1995,5.8,11,1.89,10,0,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
254,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21-215,2003,15.7,53,3.39,41,1,4,2,3,2,8,0.51,7,0,0,0,1,0,Matches
255,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19-348,2005,0.8,1,1.34,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
256,Andrea Belotti,it ITA,FW,Como,it Serie A,31-041,1993,6.6,14,2.13,9,0,0,3,2,0,0,0.00,0,0,0,0,0,0,Matches
257,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25-362,1999,14.5,21,1.45,18,0,1,2,0,0,2,0.14,2,0,0,0,0,0,Matches
258,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,it Serie A,23-307,2001,11.3,40,3.54,36,0,0,1,2,1,7,0.62,6,0,0,0,1,0,Matches
259,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19-349,2005,13.6,56,4.12,42,3,1,7,3,0,6,0.44,4,1,0,1,0,0,Matches
260,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26-306,1998,3.5,9,2.57,7,0,1,0,0,1,3,0.86,3,0,0,0,0,0,Matches
261,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,24-067,2000,2.2,3,1.36,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
262,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,27-143,1997,3.2,17,5.29,7,9,0,1,0,0,1,0.31,0,1,0,0,0,0,Matches
263,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,22-173,2002,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
264,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,27-060,1997,2.8,10,3.53,7,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,29-173,1995,8.2,27,3.31,17,7,3,0,0,0,6,0.74,5,0,1,0,0,0,Matches
266,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29-289,1995,11.8,21,1.77,19,2,0,0,0,0,5,0.42,4,1,0,0,0,0,Matches
267,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27-219,1997,8.6,19,2.20,14,0,1,3,0,1,0,0.00,0,0,0,0,0,0,Matches
268,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-067,2003,12.1,11,0.91,11,0,0,0,0,0,3,0.25,3,0,0,0,0,0,Matches
269,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34-355,1990,13.2,18,1.37,14,2,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
270,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29-210,1995,13.2,51,3.87,33,12,3,0,2,1,9,0.68,5,2,1,0,1,0,Matches
271,Sander Berge,no NOR,MF,Fulham,eng Premier League,26-351,1998,12.6,22,1.74,20,0,0,0,0,2,1,0.08,1,0,0,0,0,0,Matches
272,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18-363,2006,6.2,9,1.44,7,2,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
273,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-101,2003,2.7,12,4.48,9,2,0,0,1,0,2,0.75,2,0,0,0,0,0,Matches
274,Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26-264,1998,3.7,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches
275,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23-249,2001,10.0,39,3.92,31,6,0,1,1,0,3,0.30,3,0,0,0,0,0,Matches
276,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17-249,2007,2.7,1,0.37,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
277,Bernardo,br BRA,DF,Bochum,de Bundesliga,29-261,1995,7.8,11,1.41,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
278,Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31-335,1993,2.4,8,3.40,7,0,0,1,0,0,1,0.42,1,0,0,0,0,0,Matches
279,Alexander Bernhardsson,se SWE,"MF,DF",Holstein Kiel,de Bundesliga,26-144,1998,6.1,15,2.47,9,4,0,1,0,1,2,0.33,1,0,0,0,0,1,Matches
280,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,22-045,2002,19.5,31,1.59,23,5,1,0,2,0,3,0.15,3,0,0,0,0,0,Matches
281,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,29-146,1995,15.2,61,4.00,39,15,3,2,2,0,2,0.13,1,0,1,0,0,0,Matches
282,Juan Berrocal,es ESP,DF,Getafe,es La Liga,25-271,1999,6.8,3,0.44,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
283,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26-238,1998,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
284,Beto,gw GNB,FW,Everton,eng Premier League,26-365,1998,3.5,5,1.42,1,0,2,0,2,0,0,0.00,0,0,0,0,0,0,Matches
285,Sam Beukema,nl NED,DF,Bologna,it Serie A,26-074,1998,20.5,21,1.02,18,0,0,3,0,0,5,0.24,3,0,0,2,0,0,Matches
286,Alessandro Bianco,it ITA,MF,Monza,it Serie A,22-121,2002,15.0,22,1.47,20,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
287,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,22-121,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21-357,2003,2.0,9,4.50,7,0,0,2,0,0,1,0.50,1,0,0,0,0,0,Matches
289,Jaka Bijol,si SVN,DF,Udinese,it Serie A,25-360,1999,20.0,19,0.95,15,1,0,3,0,0,1,0.05,0,0,0,1,0,0,Matches
290,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,23-119,2001,3.5,10,2.87,7,0,1,2,0,0,1,0.29,1,0,0,0,0,0,Matches
291,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,28-233,1996,2.0,16,7.83,13,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
292,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,32-151,1992,4.8,8,1.66,3,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Samuele Birindelli,it ITA,"DF,MF",Monza,it Serie A,25-195,1999,6.2,15,2.44,13,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19-216,2005,14.8,64,4.32,40,16,2,2,2,2,5,0.34,5,0,0,0,0,0,Matches
295,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,28-153,1996,10.8,12,1.12,11,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
296,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-042,1993,6.6,17,2.59,13,0,0,2,2,0,2,0.30,2,0,0,0,0,0,Matches
297,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19-267,2005,11.6,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
298,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,33-326,1991,18.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,Bjarki Bjarkason,is ISL,"DF,MF",Venezia,it Serie A,24-264,2000,1.3,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
300,Antonio Blanco,es ESP,MF,Alavés,es La Liga,24-191,2000,14.8,24,1.62,21,2,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
301,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,27-030,1997,17.4,73,4.21,36,19,4,6,3,5,12,0.69,5,3,0,1,2,1,Matches
302,Daley Blind,nl NED,DF,Girona,es La Liga,34-327,1990,15.4,22,1.43,21,1,0,0,0,0,4,0.26,4,0,0,0,0,0,Matches
303,Myron Boadu,nl NED,FW,Bochum,de Bundesliga,24-016,2001,5.7,12,2.09,9,0,0,1,2,0,1,0.17,1,0,0,0,0,0,Matches
304,Augustine Boakye,gh GHA,"MF,FW",Saint-Étienne,fr Ligue 1,24-088,2000,6.3,28,4.43,20,0,4,2,2,0,1,0.16,0,0,0,1,0,0,Matches
305,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,24-139,2000,3.1,5,1.61,3,0,2,0,0,0,2,0.64,1,0,1,0,0,0,Matches
306,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,28-027,1997,6.9,33,4.80,17,5,4,5,2,0,2,0.29,1,0,0,1,0,0,Matches
307,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,eng Premier League,21-025,2004,3.0,9,3.03,7,1,0,0,0,1,1,0.34,1,0,0,0,0,0,Matches
308,Emil Bohinen,no NOR,MF,Genoa,it Serie A,25-324,1999,1.8,5,2.69,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
309,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,22-222,2002,6.7,5,0.75,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
310,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,33-362,1991,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
311,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24-306,2000,13.0,8,0.62,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
312,Warren Bondo,fr FRA,MF,Monza,it Serie A,21-137,2003,18.0,26,1.45,20,0,2,0,4,0,1,0.06,1,0,0,0,0,0,Matches
313,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,24-038,2000,7.3,27,3.70,17,0,4,6,0,0,3,0.41,1,0,2,0,0,0,Matches
314,Kevin Bonifazi,it ITA,DF,Lecce,it Serie A,28-256,1996,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
315,Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,21-097,2003,15.4,43,2.79,29,1,7,3,3,0,4,0.26,1,0,1,1,1,0,Matches
316,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,25-314,1999,7.4,3,0.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-018,2000,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,Saïmon Bouabré,fr FRA,"MF,FW",Monaco,fr Ligue 1,18-243,2006,0.8,1,1.25,1,0,0,0,0,0,1,1.25,1,0,0,0,0,0,Matches
319,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,17-120,2007,7.6,9,1.19,8,0,1,0,0,0,2,0.26,1,0,1,0,0,0,Matches
320,Badredine Bouanani,dz ALG,"MF,FW",Nice,fr Ligue 1,20-053,2004,7.4,26,3.52,19,2,2,2,1,0,4,0.54,2,0,1,1,0,0,Matches
321,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,fr Ligue 1,23-078,2001,10.1,28,2.77,24,0,1,1,1,1,2,0.20,2,0,0,0,0,0,Matches
322,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25-129,1999,14.9,30,2.01,26,0,0,1,1,2,2,0.13,2,0,0,0,0,0,Matches
323,Carlo Boukhalfa,ma MAR,MF,St. Pauli,de Bundesliga,25-272,1999,12.8,26,2.03,18,0,1,6,0,1,2,0.16,2,0,0,0,0,0,Matches
